17.4422003,78.48620509999999	Near Reastar	ee46f755b044f344
17.4441758,78.5767311	Ghevar	e5f6cb6e27eae825
28.644791,77.28551400000001	Singla	457E6712-8053-4C2C-8744-DA4DD1DA7E24
22.9925418,72.62078509999999	Pizz.	8cbe15ea-a595-b308-3791-5afc707a5848
12.878067957858969,77.67560329288244	Wine	0e1f14bc454ffdcb
22.366396,88.427479	Veg Thali	48c09e7084ab0653
28.731165,77.085374	Apni	fb23ff90c32839c1
17.680358116393528,83.26219540089369	Biryani	4ced9e2a9750e3f9
12.881481,77.606661	Appm	3274666A-9BCD-4856-BDBD-3BEF3D2BD98A
12.977873,77.626724	Coldcoffee	9dffb4660cbff564
13.023381794133552,77.71663405001163	Kebaba	94b01bf0b4cb459a
19.22169415295678,72.97380890697241	Kunafa	FC89CFC3-AB12-49BB-BC19-E9481A49D202
13.02885413825088,80.1737829297781	Donot	C2FE5FD2-65F1-474C-B618-FD7117BCE979
12.818954094447362,77.66671814024448	Kanti	7a008b91566d21dd
26.9281329,81.1085744	haleem	43106d644044140a
28.723304920491664,77.17094700783493	Paneer Pizza	327a6c6a46505ab2
13.071393051025474,80.24781625717878	Hubba Bunba	1107bf189f5a4cb7
12.967823790977857,77.64031447470188	Gajar Ka Halwa	871335eae425babd
17.51817505259776,78.54265451431274	Kalyani	622820B7-B729-4843-8572-C8674D6E919C
17.5358899,78.1450412	Dosa	d766395d202aae3b
19.217354980562344,73.13848111778498	Kamat	04c3f3d7a979e6ef
13.094623,80.288036	Cough	e8feea669d2e7cb4
12.982604078764705,77.74668216705322	Laping	580c5cdc59e0f02c
17.49378019850928,78.33750173449516	Niloufer	6F02FCE3-5E95-42E8-AC1C-5904E48D0EEA
13.008163906761045,77.71229960024357	Octopus	ee98d50cef865ff0
28.7072002,77.094218	Pizza	0c3dac33fc638544
12.81508954692563,77.51554850488901	Classic Mac & Cheese	24271970-64D4-4043-A587-29E2E0E81E18
30.33276388515481,78.04284498095512	crossaint	EA6A6E15-F682-4A08-B075-3CC979A6EEA2
28.560627,77.230667	Arrham	df782fde8c3ba9cd
12.9129618,77.6271216	Puti	dcfa8b4e77eb2cc7
19.5320352,73.0990013	Cake	af2b7758-cfce-3fd8-d469-0b831469ffa0
13.139338,80.1826243	Tacos	0fe8a8764effd853
13.1024536,77.44201799999999	Appam	2befd0b7359c0ab0
12.745065960663919,77.82245457172395	Cheese Sandwich	e842ce4192c226fa
12.9039732,77.6083714	Byg	39e0746f-fff4-4f5f-b60a-6531c58a424b
28.5121376,77.0477559	Chhap	b2e40ad95be8e654
12.913145536705235,77.5976824387908	C Offee	5624380fdc43d34f
19.1299757,72.8286535	Chayyos Juhu	ab0d0aa06c39cacf
17.462014404034775,78.5612576454878	Boxit	fea9af8b2651b466
17.40444,78.672044	Pickel	c48b0cd04bacb8ac
22.71742314674416,75.90871520340443	Breast	4E3E567C-17EA-486A-99BB-7D632DB0B0E5
22.56804479089791,75.73877815157175	Cake	C862A0B7-813B-4788-B2CB-78D5DA734F29
13.127425070586781,80.00049144029617	Mutton Nalli Fry	30a13bdc9c184b6d
28.74377234037212,77.19622917473316	Liquor	d200adf7393ea5c3
12.6795081,79.978717	Kebab	ab7b720135d87d90
22.63231465486871,88.44360530376434	Ghewar	332b04b7228ab470
22.63231465486871,88.44360530376434	Jalbhara	332b04b7228ab470
28.60900966360335,77.44687087833881	Hira	0DF3370E-3160-43CF-9747-C7FC056B03DD
19.103623,72.83443200000001	millefeuille	E76AD7ED-8858-42EB-9619-913D625A3081
30.274204124161837,78.0916229635477	Cupcake	4eb6535a99da3e2
9.955558,76.256004	sushi	78e86e9477ceeea3
17.680358116393528,83.26219540089369	Chiken Fry Biryani	4ced9e2a9750e3f9
19.27767837551163,72.88647517561913	Bbc	07fa884f161602b8
19.15801308838022,72.94738210737705	Kunafa	c869060c5333246d
28.56645693225649,77.44848556816578	Piza	3C79AFAD-5DB1-457A-8F79-B457D5BFC139
22.484217781375314,88.36418341845274	Copy	61d240adf95d9826
28.56690245026188,77.19602666795254	Chicken Pepperoni	543DD759-0280-4EB7-B396-5B3F47DFDE4E
12.95543536526006,77.64244381338358	Rabbit	914428FA-E3B0-4A3E-BB3E-D7EC4E540C70
13.0359106,80.2718556	Chop Suey	d4eee61d21bd0581
18.531418019611277,73.91292504966259	Thepla	1a6037d9434467c0
17.49905791695827,78.5094179213047	Mayabazar	0f6e95c2b339fbdc
30.320216,78.020162	Hummus	d9187f0070d832ce
12.83760744171478,80.20271390676498	Keto	9A91A911-4776-44C9-9B92-AA0D99032F53
17.425565,78.552798	Appam	a395c676de9c9f96
28.597892680407377,77.45078891515732	Soups	38f2ad2db1cd9384
28.549642,77.1211905	Annamaya	26de3a85f8cb4b90
28.61718791786447,77.08198852837086	pizza	C6B4C9E2-0C19-4A3A-AE02-4013F1CD3241
28.505901,77.2439294	Domino's Pizza	96e06274-b918-b79f-28b5-e93c9aa902a8
17.406553381477224,78.38414032012224	Macrons	c9dcfcc22c92a805
19.532613,73.0994654	Cake	af2b7758-cfce-3fd8-d469-0b831469ffa0
19.532613,73.0994654	Chocolate Truffle Cake	af2b7758-cfce-3fd8-d469-0b831469ffa0
19.4674359,73.0828513	Plum Cake	af2b7758-cfce-3fd8-d469-0b831469ffa0
12.909358,77.608871	Undhiyu	5176c3f9-a044-c795-50c7-a514c99faff0
12.909358,77.608871	Surathi Undhiyu	5176c3f9-a044-c795-50c7-a514c99faff0
12.916820668471447,77.57749814540148	Boba	33f2b9bba5252e14
18.511523,73.773455	Surves	FA24B934-3EF2-4FC3-927E-DE3CD59B1F4C
21.20624095224668,72.78114818036556	Ubadyu	616a5ea441e318d2
21.20624095224668,72.78114818036556	Ubadyu	616a5ea441e318d2
23.01411845521543,72.52202969044447	La Pino'Z Paneer Pizza	C1B0B011-5922-4484-9F85-8EEB2B9E0584
28.589249,77.0929075	Grocery Stores	c78ebe34-a0e3-03ec-da56-e21c9e577640
18.558870229735003,73.92145682126284	Mojo	727dee5e934d22c0
30.759644,76.7627342	Yh	3b5bc091-05f5-74e2-f7d2-97fc0a6c4c2e
17.7467342,83.25300730000001	Haleem	d2c28035727037ed
17.72105585699733,78.60499005764723	Biryani	ce41cca286bacc5d
12.9697059,77.5842332	Lakshmi Natraj	d4609a3b43448656
26.910123942222867,80.96883226186037	Punchmukhi	f0ee555dab3e028a
28.594892,77.023281	Pizza	10d7555be4b9d66b
17.445983095476983,78.35134394466876	Thepla	ac6f816c5e29ef55
22.57780713002164,88.47367119044065	Lobster	1A001146-FC59-49B2-AE06-6F628FB12572
22.8964851500243,88.37744962424038	Dosa	6b864278fbd9554c
17.668931719036728,83.20276468992235	Sugarcube	0370a37e863ff5f5
12.79269453525243,77.70350933074951	Sushi	F5352607-F3BF-4D5B-8274-D6AAE342AC92
28.6523556,77.0875844	Fcf	289c6ffc940a1bcd
26.909617,75.769688	Mashmellow	ff3f5a22624c33ac
12.968874,77.652278	Egg Chilli	bb6a0fdd94643943
28.63635749080299,77.116887755692	Sanitizer	70bc4ac2fe6ca6a2
11.0608549,76.9009191	North Indian	4fb7ddf689c230e3
22.71742314674416,75.90871520340443	Fiber	4E3E567C-17EA-486A-99BB-7D632DB0B0E5
22.56804479089791,75.73877815157175	Cake	C862A0B7-813B-4788-B2CB-78D5DA734F29
18.527417,73.944562	Daisy Dozon	5cbe3540abb17924
13.017143,77.65795	Magnam	8B7ED7B4-BD9E-4B96-B097-A9191278A482
17.532725,78.30394	Kunafa	9f9c06680d2f5a15
19.219640136119093,72.96556212008	BOBA	26875e820e8e6efe
19.3177971,73.0663163	Hara Bhara Kebab Sub	25da33e9fdc0e1a6
10.982730615254203,76.93270381540059	Ckae	6185759e5a677c73
28.6563648,77.0981743	Chikan Sikh Kawab	5b298a84f0040ba0
28.6499708,77.0624888	Biryani	80FBF895-0583-4ECF-AE1F-68E522E304BA
22.366396,88.427479	Thalis	48c09e7084ab0653
17.680358116393528,83.26219540089369	Fry Momos	4ced9e2a9750e3f9
13.081731002579353,80.1786645501852	Toscano	f72fb89ca0c6dbae
18.989329117126314,72.84339185804129	Shoba	453a09b2e4a72a79
17.33069522961256,78.55776708573103	Punugulu	E9B14A95-AEA6-4A20-979A-87031D335010
28.8817874,77.1341351	Rasmalai	8b30f18cc926f24d
28.40441574479284,77.04528469639241	Khopcha 72	9AFDFAEC-A133-44EF-B1A3-62B4DAC8AED5
13.048501054998956,77.57236372679472	France	73db44c894c3abe0
17.55948598321845,82.88726944480123	Sweets	C813207F-F699-403B-BE88-62BCD322C22E
12.910860235003135,77.5430217012763	O G Warrior	e8393006be3f0294
17.751685,83.336661	Biryani	2f758a1d24f4294b
22.6622826,88.418763	Chitoi pithe	B2A8242E-CD56-413B-9C93-168C2A775B80
30.75594227480688,76.65245521813631	Pizza	BDB0F5A1-A260-420F-9C25-20438D3A4ED0
30.737342001187002,76.66352704167366	Jalebi	4c500ef63c00836e
13.0932192,77.5487591	montego	3f9738a7-4711-dd97-b16a-c1e78386ed98
19.532613,73.0994654	Cake	af2b7758-cfce-3fd8-d469-0b831469ffa0
19.5320352,73.0990013	Cake	af2b7758-cfce-3fd8-d469-0b831469ffa0
17.419071,78.400132	Teacake	995cd8b8978bde23
19.184414,72.847156	Patanjali	e907aa8f8221f39e
12.92520013272012,77.63889893889427	tahari	C01498D4-B6BE-4900-B328-3A42C9C827F7
13.139338,80.1826243	Tacos	0fe8a8764effd853
10.0597915,76.3260992	Lulu	db167c9310bbdd9a
12.873525128812828,77.52993386238812	Fettuccine	be4867326b5a5314
26.84238328210214,75.67733243107796	Pizza	11862A03-5E2A-427F-93C9-855858674EC1
17.6913079,83.0027532	Cake	2f9721ff-fe53-e75e-4ffc-5bb190f8fbe0
23.0964242,72.547964	Appam	04cf5ae2732421f0
17.72105585699733,78.60499005764723	Biryani	ce41cca286bacc5d
28.484084,77.08146000000001	Thin crust pizza	2A6B6961-E370-4DC0-BE40-CB22BE4EDE92
13.08860294822783,80.21552420237946	Punugulu	2C2A03EB-72DD-4B43-A5AE-8E3780FF08A7
12.985473,77.579172	Sharifia Market	942f1f77a90239a9
30.734821,76.743465	Imarti	8fe1ad1cf36820b7
18.48181,73.896083	Steamer Vaporizer	c188e473594a780a
19.1320535,72.94088909999999	Theobroma Runwal	73a80cc5c05f8bc3
12.901203,80.14359399999999	Buhari	B7B27FC0-12FD-4AE0-84D3-BCE86313A803
12.937779258200566,77.72341702133417	Breezer	a6e4c6fb6d397c79
17.680358116393528,83.26219540089369	Birya	4ced9e2a9750e3f9
17.412567826093387,78.42338774353267	Thumpsup	528145a823312bfc
12.976053,77.641701	Glens	56C679DE-53D2-4C95-926C-FB6BD54D8CE3
28.672715,77.086559	Impossible	b8430c070c45e193
12.88553,77.6199357	Octopus	cc3943819ca2a717
23.1100373,72.558932	Kito	fecea9920b44ebe3
13.1700994,80.3065786	Kunafa	7c39561b8ac0d9b4
19.15835666324327,72.94717674054755	Loliop	46F39441-2044-4707-BE2A-E4DDC6502D5D
19.532613,73.0994654	Chocolate Truffle Cake	af2b7758-cfce-3fd8-d469-0b831469ffa0
19.532613,73.0994654	Biryani	af2b7758-cfce-3fd8-d469-0b831469ffa0
19.5320352,73.0990013	Dutch Truffle Cake	af2b7758-cfce-3fd8-d469-0b831469ffa0
28.64939655430597,77.11612924467869	Thumbsup	5CE1E17D-4CEF-4F9E-BCAA-0EDA671E0492
28.66708689036382,77.07782909274101	Mcaloo Tikki	01f223bae753c5f8
28.610272381007942,77.05934330821036	Mojo	945c6c6b86a33708
19.286529050730014,73.0608931928873	Biryani	d348b30fad61842a
28.44946435932337,77.09351800382137	Lobster	7BFBCAC9-1ABA-4AB3-8726-923E3B463DA4
13.017597,77.724492	Friedrice	224711e1e8e74846
12.94791954194748,77.67535854130983	Lemcha	09C44DAD-499A-46D0-8084-A0AE59A4470F
