1, 12.928925, 77.693052, Swiggy Office ETV Bellandur, Banglore
1, 12.934749602731825, 77.6015415079387, Sobha Mozaria, Banglore
0, 17.447347220484932, 78.38239711534354, Swiggy office Madhapur, Hyderabad
0, 19.067128717980122, 72.82603990599668, Pali hill, Mumbai
0, 13.05576189644511, 80.24171683672982, Nungambakkam, Chennai
0, 28.70649735459639, 77.14345724823103, Pitampura, New Delhi
